label,content
2,em có ý kiến là trường nên giảm số lượng sinh viên trong một lớp lại và mở thêm nhiều lớp hơn .
4,khó nghe .
3,phòng học thực hành wzjwz18 không đảm bảo chất lượng cho việc học thực hành .
3,"thiếu các thiết bị chạy hệ điều hành windows phone , ios , android cho sinh viên thực hành ."
2,"slide còn hơi khô khan , cách giải thích của giảng viên còn chưa thuyết phục dễ hiểu ."
1,"vui tính , dễ thương ."
4,bình thường .
2,slide bài giảng tiếng anh giúp tụi em nâng cao khả năng học tiếng anh .
1,thầy cho chép nhiều .
2,môn thiên về kiến thức lập trình nhưng lại bắt buộc thi lý thuyết trên giấy là không hợp lý .
2,biết hai ngôn ngữ sẽ dễ gây ấn tượng với nhà tuyển dụng hơn là một .
2,"bài học rõ ràng , bám sát nội dung thi ."
1,cô rất dễ thương .
1,cho thêm bài tập và các chủ đề để sinh viên tìm hiểu .
3,"những thiết bị phục vụ cho việc giảng dạy cần được trang bị tốt hơn , ví dụ như máy chiếu hơi bị mờ , các bạn ngồi ở phía sau không thấy , phòng học chỉ có 2 cái phạt , rất nóng nực vào mùa hè ."
1,mong thầy cố gắng trong các học kỳ sau .
3,"máy chiếu thì quá mờ mới gần đây thôi , quạt thì có cái chạy được , có cái bị hỏng công tắc ."
3,nâng cấp máy tính .
3,"cần nâng cấp dụng cụ học tập, micro , loa , máy chiếu ."
4,em xim cám ơn !
2,"nên nêu rõ mục đích , yêu cầu của môn học khi bắt đầu dạy , để sinh viên nắm được mục đích yêu cầu môn học ."
1,"có ví dụ trực quan , sinh động ."
1,nghỉ quá nhiều .
2,giảm bớt số lượng nội dung của môn học .
2,"bài giảng thu hút , dễ hiểu ."
2,cần có nhiều bài học thực tế hơn nữa .
3,phòng lab tốt hơn .
4,hoàn toàn không có ý kiến .
1,"giảng viên dạy rất hay , nhiệt tình ."
3,em chỉ có ý kiến là các trang thiết bị trong các phòng học anh văn như vậy là chưa đảm bảo .
3,"nên làm sạch lại bàn ghế , và một số thiết bị bằng điện ."
2,"thực hành cần song song với lý thuyết , thực hành dạy nhanh hơn lý thuyết nên rất khó hiểu ."
1,thầy vui tính và dạy rất nhiệt tình .
1,cô cần dạy chậm và hướng dẫn chung kỹ hơn .
1,có trách nhiệm giảng dạy cho các học sinh hiểu về bài học .
2,ít luyện kỹ năng nói .
1,thầy dạy hay kêu sinh viên uống bia !
1,"giảng viên yêu cầu cao , khó khăn , gây áp lực tạo sự chán nản cho sinh viên ."
2,"kính mong nhà trường trong những năm tới có thể tổ chức giảng dạy chương trình tiếng anh tăng cường từ sớm hơn , đồng thời tăng số tuần học để việc học đạt hiểu quả cao hơn ."
1,cô dạy khó hiểu .
4,quá nhanh .
1,chưa đưa được nhiều bài tập cho sinh viên .
3,"quá ô nhiễm tiếng ồn , mệt mỏi và chán học !"
4,tiếng động cơ xây dựng có lúc ồn quá .
4,đa số các giờ đều do sinh viên thuyết trình nhưng thực tế sinh viên đứng thuyết trình còn chưa hiểu bài làm sao trình bày lại cho các bạn hiểu .
4,phù hợp với thực tiễn .
2,thi cuối kỳ không đủ thời gian làm bài !
1,"cô rất tận tâm , nhiệt tình và có trách nhiệm cao ."
2,"nên cho thi cuối kỳ bằng hình thức code trên máy , code giấy rất chán và không có tính thực tế !"
3,nâng cao chất lượng cơ sở vật chất .
4,"làm các bài lab trên win server 2012 rất khác so với win server 2003, mà lại toàn cho làm các bài lab trên win server 2003, có vẻ cũ ."
3,môi trường không đảm bảo an toàn cho sức khỏe .
4,dù đã xem trước bài khi lên lớp nhưng nó quá xa lạ đối với em .
2,lần sau nên chuyển sang trắc nghiệm hỏi được nhiều cái hơn .
4,em ít khi lên lớp .
4,về muộn .
2,thời gian nộp bài tại lớp hơi ngắn .
1,"thầy không gửi tài liệu , thông báo lên moodle , thầy thường xuyên bận nên không đảm bảo giờ gặp sinh viên như đã thông báo ."
4,ít thực tế .
1,hơi nhiều bài tập .
3,bị chậm hoặc bị treo máy giữa chừng .
1,"thầy nên dạy đúng giờ bắt đầu , đúng giờ kết thúc trừ trường hợp bất khả kháng , bài dài ."
1,"thầy dạy hay , dễ hiểu và nhiệt tình ."
3,máy thực hành nên cài visual studio 2013 .
1,"phần quản lý thao tác của oracle , giảng viên cung cấp tài liệu quản lý thao tác của sql server ."
1,"phương pháp giảng dạy rất hay , nhiệt tình ."
3,"cần chỉ cho sinh viên cách làm bài khó , không nên giải chi tiết ."
4,học hết môn mà chẳng biết cái gì .
4,đến lớp hơi muộn do giao thông .
1,cố gắng giảng lại đến khi sinh viên hiểu bài mới thôi .
2,bài tập rất hay .
2,"bài giảng , bài tập đầy đủ , dư cho sinh viên tham khảo , ôn luyện ."
4,mọi thứ .
1,"dạy đầy đủ chương trình , tích cực kiểm tra học sinh ."
3,sự cố như sau doubledot đang học thì tất cả số đèn của nửa căn phòng đều tắt .
3,wifi các phòng thực hành thường rất yếu .
4,hài lòng tất cả .
4,truyền dạt tốt .
4,"có những ví dụ sinh động , dễ hiểu ."
1,"thầy dạy tận tâm , nhiệt tình , nói tiếng anh hay , dễ hiểu , thỉnh thoảng thầy còn giảng song ngữ cho tụi em nắm rõ hơn , bài tập thực tế , dễ hiểu ."
3,lắp thêm rèm của để máy chiếu được hiệu quả hơn .
3,bổ sung thêm các trang thiết bị để đáp ứng nhu cầu môn học và cải thiện phòng lab rộng rãi hơn .
4,khá tốt .
3,"phòng thực hành khoa wzjwz70 máy hư tùm lum , không hiểu sao phòng thực hành mấy khoa khác như wzjwz71 , wzjwz72 đầu tư mới với tốt hơn nhiều ."
1,cô nên sắp xếp lịch làm việc chính xác hơn .
1,giảng viên vui vẻ nhiệt tình .
2,"nội dung môn học quá nhiều so với thời lượng một học kỳ , môn trong toàn bộ chương trình đào tạo thì chỉ có duy nhất môn này liên quan đến tín hiệu số và là một phần khá quan trọng trong kỹ năng kiến thức cần có , nhưng thời lượng bố trí chỉ có một học kỳ và chỉ một môn , khiến nội dung phải nhồi nhét khá nhiều , kiến thức chỉ ở cơ bản và không thể chuyên sâu được ."
1,cô rất nhiệt tình giảng dạy .
1,"cô nhiệt tình , thoải mái , giải đáp thắc mắc của sinh viên khá nhanh ."
4,không có điểm nào không hài lòng .
1,"cô nhiệt tình , cố gắng giúp đỡ học sinh ."
2,quá nhiều lý thuyết .
2,em nghĩ nội dung thực hành nên gần với đồ án hơn .
3,"phòng thực hành còn sơ sài , máy tính cũ kỹ ."
3,"phòng học còn nóng và bụi bặm , máy chiếu tuy là vẫn thầy được nhưng như thế vẫn là mờ , đề nghị khắc phục vấn đề này ."
1,"cô đi dạy đúng giờ , dạy cho sinh viên kỹ năng trình bày bài , dạy kỹ ."
4,"quản lý như vậy dẫn đến tình trạng "" cha chung không ai khóc "" ."
1,chất lượng tốt giáo viên nhiệt tình .
3,"phòng học , bàn ghế còn bẩn và nhiều bụi bặm ."
4,chưa gặp lần nào .
3,phòng máy không đáp ứng được yêu cầu .
4,còn một điều nữa .
2,"cần có thêm lớp training cho các bạn yếu , mất căn bản ."
3,phòng thực hành chưa có chất lượng .
4,nắm được các kiến thức quan trọng .
3,phòng máy cần nâng cấp .
3,nếu được phòng thí nghiệm có thể có thêm các thiết bị thật để chạy và phát triển ứng dụng windows phone để các bạn biết điểm khác nhau giữa chạy thiết bị giả lập và thiết bị thật .
3,cần nâng cao hệ thống thiết bị giảng dạy .
2,nhiều bạn bị kéo điểm nặng nề .
1,"cô nhiệt tình và đưa ra bài giảng hợp lý , dễ hiểu , có thể vận dụng làm bài ."
3,lớp ít người nên học thoải mái .
4,giúp cho sinh viên trao dồi thêm rất nhiều kỹ năng đặc biệt là kỹ năng làm việc nhóm .
1,"cô dạy hay , học không nhất thiết phải trong sách vở ."
4,tất cả các hoạt động .
2,kiểm tra trên lớp nhiều hơn .
1,giảng viên không cung cấp đủ tài liệu để làm đồ án .
1,thầy vui tính dạy dễ hiểu và cung cấp nhiều thông tin hữu ích cho sinh viên .
3,mong học kỳ sau sẽ sớm có phòng thí nghiệm cho môn này .
1,chỉ dẫn tận tình từng bạn .
3,phòng học thiếu quạt máy chiếu mờ em xin cám ơn .
3,mong nhà trường nâng cấp các phòng thực hành và các thiết bị trong phòng học .
2,"kính mong nhà trường có thể tăng thời lương môn học lên 1 - 2 tiết vì đây là một môn khá khó , sinh viên cần nhiều thời gian hơn để nắm bắt kiến thức và luyện tập vận dụng kiến thức ."
1,dạy liên tục không ngừng nghỉ làm sinh viên hơi ngán vì phải tập trung liên tục dẫn đến nhiều sinh viên nản gục mặt xuống bàn ngủ .
4,cần có sự tương tác giữa giảng viên và sinh viên nhiều hơn .
1,thầy giảng dạy rất tận tâm .
4,"cô tận tâm , nhiệt tình ."
1,"nên chú ý cách giảng dạy hợp lý hơn , dễ hiểu hơn ."
4,"em nghĩ là "" dục tốc bất đạt "" ."
2,nên bỏ thi code trên giấy .
4,chuẩn bị âm thanh trước môn học ổn định để tránh mất thì giờ vì điều chỉnh âm thanh trong phòng học .
3,nên đổi phòng học sang phòng chất lượng cao .
2,tài liệu và giảng viên nhiệt tình .
1,hơi khó hiểu ạ .
2,chưa có tài liệu học tập cho sinh viên .
2,nên giảm thời lượng môn học còn 7 tuần !
4,quá thoải mái cho sinh viên .
3,có lẽ phải nâng cấp trang thiết bị .
2,một số vấn đề cơ bản giảng viên nên lược bớt để không tốn thời gian .
1,"giảng viên nhiệt tình , quan tâm đến học sinh ."
1,"thầy dạy có hiệu quả , dễ hiểu , thiết thực ."
2,"cần có sách học hay , chi tiết , hiệu quả colonsmilesmile ."
1,thầy dạy kỹ .
1,"thầy dạy phần hai có phần hơi khó khăn trong việc điểm danh , cả khi thầy có nhầm lẫn thầy cũng không chịu nhận ."
2,"hình thức 2 cần có sự phân bố thời gian gặp sinh viên hợp lý , không thể để cuối kỳ , gặp rồi cho đồ án liên tục , ảnh hưởng đến việc ôn tập cho kỳ thi cuối kỳ của sinh viên ."
1,"vui tính , nhiệt tình , đảm bảo giờ giấc , đúng giờ ."
3,tăng cường chất lượng phòng học .
1,quan tâm học sinh .
1,"giảng viên có khả năng truyền đạt tốt , hay tạo nhiều tình huống để sinh viên có thể bàn luận và luôn lắng nghe nguyện vọng của sinh viên ."
1,"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu ."
1,chưa tương tác tốt với sinh viên qua e-mail .
1,"có một sô bài tập lớn hay , giúp bọn em rất nhiều ."
1,thầy dạy kỹ từng phần của bài học giúp em dễ hiểu bài nắm vững kiến thức .
3,trang bị thêm nhiều thiết bị mạng hơn nữa để thực hành !
3,"phòng học nóng , máy chiếu hơi mờ ."
2,"những thứ này không nên giảng dạy vì không phải cứ học những thứ đó là "" thành công "" , rất phí thời gian đến lớp ."
1,"giảng viên dạy hay , thu hút , tận tâm với sinh viên ."
3,giảng đường 2 và 3 học vào buổi chiều rất nóng bức .
2,"hình thức thực hành mới lạ , thu hút ."
4,ok hết .
1,cho bài tập nhiều quá không làm hết được .
3,"cần nâng cấp hệ thống wifi , vì khi vào phòng thực hành , sinh viên không thể truy cập internet , buộc phải xin phép ra ngoài để làm bài ."
3,"trang thiết bị còn kém , loa chưa đủ rõ để nghe anh văn , máy chiếu chưa nhìn rõ màu sắc ."
1,"thầy dạy thì nên dạy sớm để dễ học , dễ nhớ , ban đầu thầy ít dạy vào kiến thức chính , đến giai đoạn cuối của kỳ là khi bận rộn nhiều thì thấy mới bắt đầu dạy kiến thức ."
4,đi sâu vào ứng dụng thực tế .
2,làm bài tập về nhà .
1,giáo viên cho giảng dạy tận tình .
2,giáo trình có vẻ cứng nhắc khó tiếp thu gây chán nản .
3,"phòng thực hành quy mô chưa lớn , vẫn còn các máy tính không sử dụng được ."
4,dễ thương coloncontemn .
3,quạt của phòng bị hư nên học hơi bị nóng .
2,thậm chí còn không có bài nào khó bằng các bài trong nội dung của lớp chuyên tin ở các trường cấp 3 .
4,nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .
4,lớp này không phải wzjwz124 hướng dẫn thực hành .
2,"hiếm có môn học nào mà hình thức kiểm tra bao gồm cả việc thi giữa kỳ , cuối kỳ , thực hành lẫn làm đồ án môn học ."
2,theo em thì thời lượng môn học quá dài và liên tục khiến mệt mỏi và không tập trung học tốt được .
4,"chú ý giữ sức khỏe , nhất là cổ họng colonsmile ."
2,tuy nhiên môn học được giảng bằng tiếng anh nên em cũng không nắm được hết nội dung thầy giảng .
4,"cuối cùng , báo cáo đồ án , nhóm mình mà không báo cáo đồ án của mình , mà phải đi báo cáo đồ án của nhóm khác ."
3,"hệ thống phòng máy còn nhiều vấn đề doubledot chuột , bàn phím hỏng , vdotv ."
3,cần tăng cường chất lượng wifi để sinh viên có thể tìm kiếm tài liệu trong quá trình thực hành .
1,"cho nhiều ví dụ , liên hệ thực tế ."
3,trang thiết bị sơ sài .
4,nghe kể chuyện hay nhiều trong khi học .
1,"cách giảng dạy rất hiệu quả , lớp học vui ."
2,"kiến thức được giảng viên trình bày rõ ràng , dễ hiểu cho sinh viên ."
3,"phòng thực hành quá kém chất lượng , máy móc không đảm bảo ."
4,thiếu nghiêm túc trong học tập .
1,"thầy giảng bài tận tâm , nhiệt tình ."
1,thầy nghiêm túc .
2,bài giảng trực quan dễ tiếp thu .
3,các trang bị để nghe không rõ .
1,đảm bảo thời gian lên lớp và sử dụng thời gian lên lớp hiệu quả .
4,sinh viên chịu khó sẽ làm được bài .
2,"thiết nghĩ đây là môn phân tích , thiết kế thuật toán , các bài toán ngoài thực tế không dễ dàng như vậy và quy hoạch động là một kỹ thuật có thể xử lý được một số bài kiểu này ."
3,cơ sở vật chất cần chuẩn bị tốt hơn để giảng viên có điều kiện tốt để giảng dạy .
3,đề xuất nhà trường hằng tuần có một buổi lau dọn các bàn ghế này .
4,không có gì để hài lòng .
4,giỏi .
2,các bài lab chưa có ứng dụng thực tiễn .
1,"giáo viên dạy dễ hiểu , dễ tiếp thu ."
3,"nhiều phòng thực hành không có visual hay dev , rất bất lợi cho những bạn chưa có lap ."
4,hy vọng nhà trường xem xét .
1,"cô giảng rất tuyệt , cô rất nhiệt tình hướng dẫn tất cả các bạn trong lớp , vui tính ."
3,"hệ thống wecode cần sửa lại tính năng submit kết quả cuối cùng , bao nhiêu sinh viên bị mất điểm vì submit trong đó có cả em colonsadcolon ."
3,thiếu linh kiện .
3,mang tiếng phòng lab của một khoa mà không bằng phòng lab thực hành cơ bản .
1,em nghĩ thầy sẽ giúp chúng em học tốt hơn nếu có thêm nhiều bài tập .
2,em thấy nên bỏ môn học này .
1,thầy dạy rất có tâm huyết với học sinh .
1,không cho học sinh hiểu sâu vấn đề .
3,cần nâng cấp máy trong phòng máy thực hành vì cấu hình hơi yếu và phòng học không nóng và bụi thì tốt hơn .
1,thầy thực sự rất chuyên tâm trong giảng dạy và những bài giảng thực sự dễ hiểu .
4,hài lòng về tất cả .
2,với một môn nhập môn mà thầy đòi hỏi bọn em quá cao làm bọn em hơi áp lực .
1,"tận tâm , nhiệt tình , vui tính , dễ gần với sinh viên ."
3,nên  tăng hiệu suất máy tính .
4,"đó là tiền của họ , họ muốn dùng thì tùy họ , người khác nghèo không phải lỗi của họ , chưa kể tiền thuế họ đóng góp cho nước cũng đủ để gọi là xây dựng rồi ."
2,sinh viên cần nhiều hơn những bài như vậy .
4,hiện giờ em chưa có cách học đúng đắng .
1,ít thấy giảng viên xuất hiện .
3,tại trường đang có 2 công trình đang xây nên lúc vào học rất ồn .
1,"giảng viên tận tụy quan tâm học sinh và rất tâm lý , truyền đạt tốt , thực tiễn sinh động ."
1,hệ thống giảng dạy trên wecode dễ hiểu .
2,thực hành với lý thuyết có vẻ không có liên quan với nhau .
2,môn học này khi ra trường có thể sẽ không ứng dụng nhiều .
1,"thầy dạy hay , rất tốt , tận tâm ."
1,giảng viên khi giảng giọng đều đều dễ làm sinh viên nghe vào buồn ngủ .
4,khiến sinh viên cảm thấy nản .
2,nội dung môn học em nghĩ là rộng quá ạ .
4,bình thường với giáo viên .
3,nên nâng cấp phòng lab .
1,"giảng dạy tốt , nhiệt tình chỉ bảo sinh viên ."
1,"các giảng dạy của giảng viên còn khó hiểu , rối rắm ."
1,hẹn gặp lại cô sau 2 học kỳ nữa .
3,phòng học thiếu quạt .
2,thêm nhiều bài tập hơn .
3,ở giảng đường lâu lâu cúp điện rất nóng .
1,"giảng viên cần tạo thêm những hoạt động tranh luận , làm việc nhóm nhiều hơn thay vì chỉ dạy lý thuyết ."
4,điểm quá trình chưa đánh giá đúng .
2,em nghĩ cần có những giải pháp đặc biệt giúp những sinh viên dưới tỉnh lên thành phố học tập tốt anh văn .
3,nên đầu tư thiết bị để có thực hành .
1,"cô dạy nhiệt tình , tận tâm , dễ hiểu ."
1,"thầy đưa ra những ví dụ rất nhạy cảm , đặc biệt là đối với những bạn nữ ."
1,cô dạy không có điểm nhấn cứ đều đều cho đến hết buổi .
4,"thấy cái gì cũng ổn , không đáng chê cũng không đáng khen ."
3,nó có nghĩa là ở phòng thực hành mạng có thể áp dung cho một hay hai phòng đều nên có giáo viên trực .
3,cần cài đặt matlab trên các máy ở phòng thực hành .
4,hấp dẫn .
4,em nhìn nó giống như ma trận chữ hơn .
4,"những thứ đó không đủ để làm bài thực hành như tuần 5 , tuần 6 , tuần 7 ."
2,môn học tuy khó nhưng kiến thức rất có ý nghĩa cho sau này .
3,điều chỉnh máy lạnh phù hợp với thời tiết .
1,"nhiệt tình , tận tâm với sinh viện ."
1,"thầy dạy nhiệt tình , vui tính , bài tập tuy cơ bản nhưng rất thâm thúy ."
1,"dễ chịu và giảng dễ hiểu , tạo cảm giác thích thú cho sinh viên ."
3,các phòng máy cần được trang bị các phần mềm hỗ trợ cho môn học phù hợp .
1,kiến thức truyền đạt tốt .
4,để dễ dàng vận dụng kiến thức trên lớp .
2,"không nên thi lý thuyết "" giấy "" cuối kỳ ."
1,truyền đạt nhiều kinh nghiệm tốt cho sinh viên .
4,"vừa giúp cho bọn em nắm chắc kiến thức về môn học , vừa giúp bọn em tự tin hơn về kỹ năng cá nhân của mình ."
1,"tạo ra được những trò chơi và cách tiếp cận môn học mới mẻ , hiệu quả , giảng viên nhiệt tình , tận tâm với người học ."
1,"sinh viên hiểu bài rất dễ dàng , chỗ nào không hiểu là giảng viên tận tâm giảng lại ngay , thường xuyên tạo cuộc tranh luận trong giờ học để giúp sinh viên tăng cường tranh luận , trao đổi giúp bài học trở nên phong phú và dễ hiểu hơn ."
3,cần nâng cấp phòng thực hành để có thể thực hành với nền tảng mới nhất của môn học !
4,em rất thích !
1,cho nên cái này phải từ giảng viên học hỏi và tham khảo cách giảng dạy của giảng viên khác dạy cùng bộ môn với mình .
2,"em nghĩ chỉ nên bắt buộc các bài tập có dạng căn bản , còn bài tập tương tự thì chỉ khuyến khích sinh viên làm thêm ."
4,không có gì làm em không hài lòng cả .
4,trách nhiệm .
1,truyền đạt tốt và dạy chậm giúp sinh viên dễ hiểu .
3,trang bị thêm sách bài tập .
1,hướng dẫn sinh viên tận tình .
4,biết được một số kỹ năng .
2,làm nhiều bài kiểm tra quá .
3,"trang thiết bị phục vụ cho việc học còn nhiều hạn chế , cụ thể là ở tòa nhà c hầu hết các phòng không có màng che nên sinh viên không thể nhìn rõ slide để có thể học ."
3,cung cấp thêm trang thiết bị phục vụ nhu cầu môn học .
2,chưa giúp tôi phát triển được tốt nhất khả năng của mình .
3,"cần trang bị máy nghe tốt hơn , có nhiều máy nghe đã xuống cấp ."
3,"sử dụng dụng cụ dạy học có chất lượng tốt , ví dụ như máy nghe tiếng anh chất lượng tốt ."
4,ân cần giải đáp thác mắc của sinh viên .
3,"cải thiện thiết bị lớp học doubledot máy chiếu , ổ điện , quạt ."
1,thầy có những mẫu truyện hay và ý nghĩa .
4,"các tiết học chưa được sinh động , không hấp dẫn được sinh viên , có nhiều sự buồn chán ."
3,phòng học oi bức .
1,"giảng viên có kiến thúc chuyên môn và kiến thức chung rất tốt , tài năng , giỏi ngoại ngữ , hiền lành , gần gũi với sinh viên ."
2,slide còn nhiêu chỗ khó hiểu nếu chỉ ở nhà đọc slide mà không lên lớp nghe giảng .
3,cải thiện chất lượng phòng máy .
2,thời gian chưa được đảm bảo .
1,"giáo viên ngoài việc dạy kiến thức chuyên ngành , còn chia sẻ những kinh nghiệm thực tế của giảng viên rất bổ ích ."
2,em thấy nên tăng thêm nhiều bài tập kèm theo ôn lại khái quát lý thuyết rồi mới vào thực hành những phần lý thuyết đã học .
4,"hòa đồng , vui vẻ ."
1,còn nhanh .
1,"giảng viên tận tâm , nhiệt tình ."
3,môn bài tập ta thường học trong phòng với đồ lau bảng không sạch làm ảnh hưởng đến các bài tập tiếp theo khi các bạn làm đè lên phần bôi chưa sạch .
1,"giáo viên nhiệt tình , giảng dạy tốt giúp truyền đạt kiến thức tới sinh viên ."
3,máy tính trường nên nâng cấp .
4,chỉ tại em thiếu từ vựng anh văn .
3,phòng máy đôi khi quá nhiều máy hoạt động không ổn .
4,chúc cô thành công !
3,"cần trang bị máy bàn cấu hình cao hơn , vì chạy chương trình không nổi ."
1,"cô dạy rất hay , cho bài tập ứng dụng nhiều vào thực tiễn ."
1,"thầy dễ tính , nhiệt tình ."
2,chỉ có học lý thuyết .
1,cần nhắc lại kiến thức cơ bản trước khi bước vào bài giảng mới .
2,"nội dung ôn tập thi giữa kỳ và cuối kỳ nên đa dạng hơn , có thêm các câu hỏi lý thuyết suy luận thay vì chỉ là 10% bài tập có thể khiến nhiều sinh viên không hiểu rõ nội dung môn học mà chỉ biết làm bài tập ."
1,"thầy nên trao đổi với sinh viên và có những thông báo nhắc nhở chính xác , cụ thể hơn ."
3,phòng lab chưa được cải thiện .
3,"bàn giáo viên rất dơ , quạt máy thì chạy như không có chạy , mở chỉ thêm tốn điện , không có mát ."
4,"mỗi một vấn đề đều phải dừng lại hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề ."
4,phải bỏ tiền học lại .
2,trong học kỳ này vì nó không được cố định nên em và có thể nhiều bạn khác đã bỏ lỡ bài nộp .
3,nâng cao chất lượng thực thành .
3,phòng máy thực hành cần nâng cấp .
2,cần có đề cương rõ ràng ngay từ đầu .
2,cả kỳ học được có 5 - 6 buổi .
4,"ngồi đợi thật lâu từ 9h sáng đến 2h trưa , cuối cùng cũng đã đến lượt mình ."
2,không nêu thông tin rõ ràng thời gian báo cáo .
2,lớp học cần đảm bảo số sinh viên vừa đủ .
2,cần tăng thêm nhiều tiết thực hành .
2,"thiết nghĩ , nên chia thời gian học ra thành 2 buổi , mỗi buổi 2 tiết !"
3,"môn học được xếp vào phòng có máy chiếu bị hỏng phòng wzjwz66 , mong trường nhanh chóng giải quyết !"
3,"lập trình hướng đối tượng nói riêng và tất cả các môn liên quan đến lập trình nói chung theo em nên được cập nhật tài liệu thường xuyên , đặc biệt là các phần mềm trong các phòng lab để tránh tình trạng các tài liệu và phần mềm hỗ trợ học tập lỗi thời và gây khó khăn cho việc giảng dạy và học tập ."
3,"phòng học vô cùng nóng , quạt chỉ để trang trí ."
1,cách dạy .
2,nhiều bài quá .
4,hi hi .
1,giảng viên truyền đạt dài dòng .
3,nhà trường nên cài bộ microsoft visual studio phiên bản mới hơn 2010 .
2,"cô phát âm chưa tốt , dạy còn chút khô khan , chưa tạo được sự hứng thú học tập cho sinh viên ."
2,cách trình bày nội dung của môn học chưa cập nhật mới .
3,phòng máy không tốt .
3,cái máy chiếu ở giảng đường 3 quá mờ .
4,vì theo em thầy mọi người đi học rất đầy đủ .
3,"học anh văn nên học ở phòng lab , cách âm để khi học listening không bị ảnh hưởng bởi bên ngoài ."
3,"cải thiện trang thiết bị phòng học doubledot quạt , máy chiếu ."
4,nói chung là nghe không bao giờ nghe rõ được .
4,em không có ý kiến gì thêm .
2,"theo em , nên có thêm mục bài tập nộp qua moodle sau mỗi lần học trên lớp hay có bài tập mới , tài liệu nên được bổ sung nhiều hơn cho sinh viên ."
1,giảng viên rất nhiệt tình tâm huyết .
2,đề thi thì trong vòng 90 phút phải code hoàn chính game 2048 .
3,"phòng học hiện nay rất nóng nhà c , mong nhà trường có biện pháp thích hợp để khắc phục tình trạng này cho sinh viên , để sinh viên có khả năng tiếp thu kiến thức tốt xin cảm ơn !"
2,không cần phải đi học thực hành trên phòng máy nhiều .
4,"thực sự thì giảng viên này không dạy lớp em , nên những đánh giá em chọn mặc định mức độ 3 ."
1,"thầy đi dạy không đúng giờ , toàn bắt sinh viên chờ từ 30 phút đến 1 tiếng ."
1,"khá gần gũi với sinh viên , vui tính , nhiệt tình ."
3,nhiều khi đang làm thực hành mà không có mạng để tìm hiểu thứ mình cần .
3,cải thiện lại cơ sở vật chất máy chiếu trong phòng học .
4,"chất lượng giảng dạy tốt , em rất hài lòng với cách dạy của cô ."
2,như vậy thì quá bất công .
2,tăng cường giảng viên hỗ trợ thực hành .
4,em không có gì không hài lòng .
1,"cô nhiệt tình , chu đáo ."
1,"cô dạy nhiệt tình , dễ hiểu , quan tâm sinh viên ."
3,"cần phải nâng cấp , cài đặt mới các phần mềm phù hợp hơn ví dụ doubledot máy ảo ubuntu ."
2,cần thêm phần dạy lập trình căn bản bằng ngôn ngữ c .
2,thuộc bài một cách máy móc và trình bày không tự nhiên nhưng điểm vẫn cao .
4,cần được rút kinh nghiệm .
2,tóm lại đề thi 50% là kiến thức về mạng chủ yếu không tập trung vào hệ điều hành linux .
3,"phòng lab thực hành khá cũ , nhiều máy hư gây khó khăn cho sinh viên khi thực hành ."
4,chỉ thông báo trên lớp sẽ khó tránh sai sót .
2,cố gắng làm nhiều bài tập .
1,"lớp học thụ động , giảng viên chưa biết cách tạo sự sôi nổi cho sinh viên có hứng học ."
3,máy tính tệ quá !
1,thầy hay nghỉ dạy mà không có thông báo trước nhiều lần .
2,"sinh viên năm 3 trở lên đều có laptop cả rồi , vậy nên vào phòng máy là không cần thiết ."
1,giảng viên không dành tìm hiểu trước nội dung giảng dạy trước khi lên lớp .
4,béo quá không tốt cho sức khỏe .
2,deadline không cho nộp quá hạn .
4,"sinh viên sẽ được học nhiều kiến thức thực tế , thiết thực và hiệu quả hơn ."
3,nên đầu tư nhiều hơn vào trang thiết bị .
3,cần nâng cao cơ sở vật chất của phòng học .
4,thỉnh thoảng đi hơi trễ .
4,cần nhiều tài liệu về môn học này .
2,cần phân bổ số lượng bài tập phù hợp với nội dung lý thuyết .
1,giáo viên tới ngày cuối cung mới dạy nội dung thi nên nếu có việc bận không học bù được .
1,động lực học và không khí chưa có mạnh mẽ .
3,không có đủ ổ cắm điện sử dụng .
4,em không ý kiến .
3,cần thêm nhiều kit để thực hành .
1,"giáo viên rất vui tính , niềm nở với học sinh ."
3,phòng lab nên được cải thiện .
2,cô nói hơi nhanh .
3,"theo em , cần trang bị và sửa chữa máy chiếu ."
3,"phòng máy , thiết bị mạng cần được đầu tư và vệ sinh , em thấy phòng máy quá bụi , cửa thì hở nên không mát , dẫn đến điều hòa mất tác dụng , lãng phí ."
3,cần tăng thêm số lượng thiết bị thực hành .
2,phần thực hành wireshark quá mơ hồ .
2,"em cảm thấy trên lớp học cô chỉ chú trọng vô listening là chính mà bỏ qua các phần khác , grammar chỉ dạy được có một bài , không có hoạt động speaking ."
2,nên tìm được phương pháp dễ hình dung và thực tiễn hơn .
1,giảng bài kỹ và dễ hiểu .
2,lịch học bù đôi khi cập nhật trễ .
4,mấy cái khảo sát trước em tưởng một là tốt nhất nên đánh nhầm rồi ạ .
3,"cần lắp thêm quạt , ổ cắm và màn che ."
3,"phòng máy quá cũ , internet không có , nhỏ , máy cấu hình quá yếu ."
4,"học thấy rất phí thời gian , kiến thức thu được chẳng bao nhiêu ."
3,có đầy đủ trang thiết bị .
3,chất lượng phòng thực hành quá kém .
